CrashReportId,ReportNumber,CrashDate,CrashTime,TypeOfCollision,Collision Type,StreetOrHighway,NearestIntersection,Officer,Badge,ReportDate,TypeOfRoadway,RoadSurfaceCondition,LightCondition,WeatherCondition,MannerofImpact,HitAndRun,TrafficControl,PersonCount,InjuryCount,MostSeriousInjury,NumberofVehicles,NumberOfLanes,Latitude,Longitude
921137,2025-00008652,2025-02-05,7:53:00 AM,Vehicle - Pedestrian,Pedestrian,HARTFORD AVE,LAUREL HILL AVE,Raleek Byfield,375,2025-02-05,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,1,,41.81795,-71.45532
921139,2025-00008655,2025-02-05,8:03:00 AM,Vehicle - Vehicle,,SHARON ST,ADMIRAL ST,Christopher Hines,537,2025-02-05,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,2,0,Unknown,2,,41.8508,-71.44322
921140,2025-00008730,2025-02-05,12:48:00 PM,Vehicle - Vehicle,,WESTMINSTER ST,DORRANCE ST,Ptlw. Kawejsza,118,2025-02-05,One-Way Trafficway,Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,2,,41.82356,-71.41173
921179,2025-00008681,2025-02-05,9:50:00 AM,Vehicle - Vehicle,,CRARY STREET,EDDY STREET,Flavio Tavares,371,2025-02-07,One-Way Trafficway,Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,Traffic Control Signal,2,1,Complains Of Pain,2,,,
921284,2025-00008666,2025-02-05,8:58:00 AM,Vehicle - Vehicle,,RIVER AVE,SANDRINGHAM AVE,Lucas Ramalho,507,2025-02-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,7,1,Complains Of Pain,2,,41.8469,-71.43941
921285,2025-00008651,2025-02-05,7:43:00 AM,Vehicle - Vehicle,,BATH ST,JEWETT ST,Lucas Ramalho,507,2025-02-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,Stop Signs,4,0,No Injury,2,,41.83263,-71.4251
921331,2025-00010393,2025-02-05,9:55:00 AM,Vehicle - Vehicle,,CLIFFORD ST,DORRANCE ST,Quincy Griffin,970,2025-02-12,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,2,,41.82153,-71.40885
921249,2025-00008490,2025-02-04,2:16:00 PM,Vehicle - Vehicle,,THURBERS AVE,BAFFIN CT,Gustavo Genao,135,2025-02-10,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,3,0,No Injury,2,,41.79956,-71.40765
921274,2025-00008510,2025-02-04,4:04:00 PM,Vehicle - Vehicle,,ACADEMY AVE,WISDOM AVE,Saramarie Cerullo,151,2025-02-10,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,2,0,No Injury,2,,41.82843,-71.4439
921162,2025-00008481,2025-02-04,2:05:00 PM,Vehicle - Pedestrian,Pedestrian,ORANGE ST,CLIFFORD ST,Lucio Andreozzi,381,2025-02-06,One-Way Trafficway,Dry,Daylight,Clear,"Sideswipe, Same Direction",No,Stop Signs,4,0,No Injury,2,,41.82204,-71.40841
921189,2025-00008523,2025-02-04,4:38:00 PM,Vehicle - Vehicle,,CHARLES ST,CORLISS ST,David Palumbo,106,2025-02-07,One-Way Trafficway,Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Stop Signs,4,0,No Injury,2,,41.83787,-71.41429
921190,2025-00008534,2025-02-04,5:32:00 PM,Vehicle - Vehicle,,CHALKSTONE AVE,DOUGLAS AVE,Ryan Fernandes,125,2025-02-07,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Opposite Direction,No,Traffic Control Signal,4,1,Complains Of Pain,2,,41.83631,-71.42024
921138,2025-00008465,2025-02-04,12:34:00 PM,Vehicle - Vehicle,,WHITTIER AVE,DEWEY ST,Southavout Im,382,2025-02-05,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,5,0,No Injury,2,,41.8142,-71.45241
921106,2025-00008441,2025-02-04,10:15:00 AM,Vehicle - Vehicle,,ALLENS AVE,BLACKSTONE ST,Gustavo Genao,135,2025-02-04,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,Traffic Control Signal,4,0,No Injury,2,,41.81047,-71.40469
921124,2025-00008543,2025-02-04,5:05:00 PM,Vehicle - Parked Vehicle,,POCASSET AVE,WESTERLY AVE,Jeffrey Gagnon,317,2025-02-04,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,2,,41.80886,-71.4554
921125,2025-00008569,2025-02-04,7:43:00 PM,Vehicle - Parked Vehicle,,17 Hyat Street,,Robert Raso,606,2025-02-04,One-Way Trafficway,Dry,Dark - Lighted,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,2,,,
921126,2025-00008546,2025-02-04,6:16:00 PM,Vehicle - Parked Vehicle,,MANTON AVE,HYAT ST,Michael Pesola,117,2025-02-04,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,"Sideswipe, Same Direction",No,No Controls,2,0,No Injury,2,,41.82117,-71.44813
921127,2025-00008587,2025-02-04,8:45:00 PM,Vehicle - Vehicle,,ABRAM ST,BRANCH AVE,John Palmer,101,2025-02-04,"Two-Way , Not Divided",Dry,Dark - Not Lighted,Clear,Other,"Yes, M/V and Driver Left Scene",Stop Signs,2,0,No Injury,2,,41.85407,-71.43072
921128,2025-00008602,2025-02-04,11:15:00 PM,Vehicle - Object,,BROAD ST,ELMWOOD AVE,Ralph Abenante,511,2025-02-05,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,2,Complains Of Pain,1,,41.81279,-71.42193
921129,2025-00008599,2025-02-04,11:02:00 PM,Vehicle - Vehicle,,WESTMINSTER ST,CRANSTON ST,Peyton Ginolfi,657,2025-02-05,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,0,No Injury,2,,41.81772,-71.42126
921108,2025-00008464,2025-02-04,12:26:00 PM,Vehicle - Vehicle,,POINT ST,POINT ST EXIT 21,Gustavo Genao,135,2025-02-04,One-Way Trafficway,Dry,Daylight,Clear,"Sideswipe, Same Direction",No,Traffic Control Signal,3,0,No Injury,2,,41.81501,-71.41305
921109,2025-00008468,2025-02-04,12:55:00 PM,Vehicle - Pedestrian,Pedestrian,UNION AVE,POCASSET AVE,Ptlm. Castagliuolo,351,2025-02-04,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,1,,41.80639,-71.45714
921114,2025-00008498,2025-02-04,3:19:00 PM,Vehicle - Parked Vehicle,,LABAN STREET,LAUREL HILL AVE,Marco Figueroa,110,2025-02-04,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear - to - Rear,"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,2,,41.8146,-71.45539
921116,2025-00008496,2025-02-04,3:10:00 PM,Vehicle - Vehicle,,WARRINGTON ST,EMERSON ST,Casey Correia,521,2025-02-04,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,2,0,No Injury,2,,41.79667,-71.41278
921117,2025-00008501,2025-02-04,3:35:00 PM,Vehicle - Vehicle,,ELMWOOD AVE,ROSE AVE,Ralph Abenante,511,2025-02-04,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,2,0,No Injury,2,,41.78428,-71.41888
921120,2025-00008524,2025-02-04,4:44:00 PM,Vehicle - Vehicle,,WATERMAN ST,GANO ST,Darlin Hernandez,148,2025-02-04,One-Way Trafficway,Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,2,0,Unknown,2,,41.82836,-71.38972
921121,2025-00008526,2025-02-04,4:51:00 PM,Vehicle - Parked Vehicle,,CHALKSTONE AVE,FALLON AVE,Robert Gaudiana,579,2025-02-04,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,2,,41.83233,-71.44335
921122,2025-00008521,2025-02-04,4:21:00 PM,Vehicle - Parked Vehicle,,THURBERS AVE,ALLENS AVE,Nicholas Manfredi,343,2025-02-04,One-Way Trafficway,Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Yield Signs,4,0,No Injury,2,,41.80082,-71.40052
922852,2025-00022808,2025-02-04,11:00:00 AM,Vehicle - Pedestrian,Pedestrian,700 HARTFORD AVE,KILLINGLY ST,Gabrielle O'Loughlin,680,2025-04-02,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",Traffic Control Signal,3,0,No Injury,2,,41.81999,-71.46891
922674,2025-00008411,2025-02-04,7:50:00 AM,Vehicle - Vehicle,,MANTON AVE,HERSCHEL ST,Elizabeth Pedchenko,498,2025-03-27,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,4,0,No Injury,2,,41.83344,-71.46933
921849,2025-00008266,2025-02-03,3:24:00 PM,Vehicle - Vehicle,,VALLEY STREET,HEMLOCK ST,Saramarie Cerullo,151,2025-03-02,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,2,0,No Injury,2,,41.83044,-71.43051
921123,2025-00008518,2025-02-03,1:50:00 PM,Vehicle - Pedestrian,Pedestrian,S WATER ST,PLANET ST,Joseph Lopes,52,2025-02-04,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,1,1,Complains Of Pain,1,,41.82283,-71.40647
921115,2025-00008333,2025-02-03,8:27:00 PM,Vehicle - Vehicle,,FRANCIS ST,SMITH ST,Christian Main,145,2025-02-04,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,5,0,No Injury,2,2,,
921074,2025-00008262,2025-02-03,3:15:00 AM,Vehicle - Vehicle,,CHALKSTONE AVE,OAKLAND AVE,Jason Clancy,999,2025-02-03,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Unknown Lighting,Clear,Unknown,No,Unknown,2,0,Unknown,2,,41.83419,-71.43024
921075,2025-00005407,2025-02-03,6:30:00 PM,Vehicle - Vehicle,,WASHINGTON ST,WINTER ST,Kelsa Heron,133,2025-02-03,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,3,0,No Injury,2,,41.81809,-71.4225
921076,2025-00008493,2025-02-03,2:40:00 PM,Vehicle - Vehicle,,VALLEY ST,DEAN ST,Matthew Carlone,602,2025-02-03,"Two-Way , Not Divided",Wet,Daylight,Clear,"Sideswipe, Same Direction",No,Traffic Control Signal,3,0,No Injury,2,,41.83139,-71.42848
921077,2025-00008305,2025-02-03,6:09:00 PM,Vehicle - Vehicle,,201 BRANCH AVE,BRANCH AVE EXIT,David Palumbo,106,2025-02-03,"Two-Way , Not Divided",Wet,Dark - Lighted,Cloudy,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,4,0,No Injury,2,,41.84652,-71.41194
921078,2025-00008309,2025-02-03,6:40:00 PM,Vehicle - Vehicle,,OAKLAND AVE,CHAD BROWN ST,Erik Soloman,108,2025-02-03,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,4,1,Complains Of Pain,2,,41.8389,-71.42936
921071,2025-00008187,2025-02-03,10:07:00 AM,Vehicle - Vehicle,,OSBORN ST,CHALKSTONE AVE,Raleek Byfield,375,2025-02-03,"Two-Way , Not Divided",Snow,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,2,0,No Injury,2,,41.83689,-71.42513
921072,2025-00008177,2025-02-03,7:00:00 AM,Vehicle - Vehicle,,WEYBOSSET ST,PAGE ST,Jason Clancy,999,2025-02-03,Unknown,Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",Unknown,1,0,Unknown,2,,41.82156,-71.41238
921080,2025-00008339,2025-02-03,8:48:00 PM,Vehicle - Parked Vehicle,,PITMAN ST,BUTLER AVE,Jared Guiot,608,2025-02-03,"Two-Way , Not Divided",Wet,Dark - Lighted,Cloudy,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,2,,41.82681,-71.38685
921062,2025-00008241,2025-02-03,12:52:00 PM,Vehicle - Parked Vehicle,,813 HOPE STREET,,Joseph Madeira,552,2025-02-03,"Two-Way , Not Divided",Wet,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,3,0,No Injury,2,2,41.83221,-71.41802
921064,2025-00008185,2025-02-03,9:51:00 AM,Vehicle - Vehicle,,WESTMINSTER ST,ORANGE ST,Michael Baldassare,568,2025-02-03,One-Way Trafficway,Slush,Daylight,Clear,Other,No,No Controls,2,0,No Injury,2,,41.82391,-71.41128
921066,2025-00008245,2025-02-03,1:25:00 AM,Vehicle - Vehicle,,ATWELLS AVE,DE PASQUALE AVE,Eder Delgado,580,2025-02-03,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Daylight,Clear,Rear End(Front-to-Rear),No,Traffic Control Signal,3,0,No Injury,2,,41.82359,-71.42694
921067,2025-00008253,2025-02-03,1:55:00 PM,Vehicle - Parked Vehicle,,Linwood Avenue,SORRENTO ST,Mario Andrade,130,2025-02-03,"Two-Way , Not Divided",Wet,Daylight,Cloudy,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,2,,41.80825,-71.43818
921068,2025-00008200,2025-02-03,11:01:00 AM,Vehicle - Object,,COMSTOCK AVE,TAYLOR ST,Gustavo Genao,135,2025-02-03,"Two-Way , Not Divided",Wet,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,1,1,Complains Of Pain,1,,41.80946,-71.42077
921082,2025-00008156,2025-02-03,6:12:00 AM,Vehicle - Vehicle,,ERNEST ST,ALLENS AVE,Alexis Rosales,682,2025-02-04,"Two-Way , Not Divided",Snow,Dark - Lighted,Snow,Rear - to - Rear,No,No Controls,2,0,No Injury,2,2,41.79481,-71.39793
921028,2025-00007813,2025-02-03,5:00:00 PM,Vehicle - Vehicle,,CORINTH ST,SAVINGS ST,Kyle Ludovici,390,2025-02-01,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,0,No Injury,3,,41.79406,-71.41203
921047,2025-00008138,2025-02-03,12:41:00 AM,Vehicle - Object,,CHARLES ST,JASPER ST,Matthew Lombardi,674,2025-02-03,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Snow,Dark - Lighted,Snow,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,0,No Injury,1,,41.8568,-71.42105
921048,2025-00008134,2025-02-03,12:07:00 AM,Vehicle - Object,,HARTFORD AVE EXIT,HARTFORD AVE,Ryan Whittemore,655,2025-02-03,One-Way Trafficway,Snow,Dark - Lighted,Blowing Snow,Not a Collision Between Two Motor Vehicles in Transport,No,Yield Signs,1,0,No Injury,1,,41.81696,-71.44713
921049,2025-00008152,2025-02-03,5:04:00 AM,Vehicle - Parked Vehicle,,HARWOL CT,HYACINTH ST,Matthew Lombardi,674,2025-02-03,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Snow,Dark - Lighted,Snow,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,0,No Injury,2,,41.85211,-71.43368
921185,2025-00008256,2025-02-03,2:05:00 PM,Vehicle - Vehicle,,Pleasant Valley Parkway,Rathbone Street,Giuseppe Scarcello,485,2025-02-07,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,2,0,No Injury,2,,41.81943,-71.45072
921210,2025-00008218,2025-02-03,11:57:00 AM,Vehicle - Vehicle,,BLACKSTONE ST,PLAIN ST,Gustavo Genao,135,2025-02-08,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,2,0,No Injury,2,,41.80972,-71.40988
921297,2025-00008250,2025-02-03,1:39:00 PM,Vehicle - Parked Vehicle,,ELMWOOD AVE,LENOX AVE,Waldorf Pognon,501,2025-02-11,"Two-Way, Not Divided With a Continuous Left Turn Lane",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,4,0,No Injury,2,2,41.79527,-71.42466
921362,2025-00008281,2025-02-03,3:49:00 PM,Vehicle - Vehicle,,I 95,I 95 EXIT 18,Kyle Ludovici,390,2025-02-13,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,2,1,Complains Of Pain,2,,41.80018,-71.40482
921181,2025-00009014,2025-02-02,1:00:00 AM,Vehicle - Parked Vehicle,,ELIZABETH ST,CANAL ST,Jason Clancy,999,2025-02-07,"Two-Way , Not Divided",Dry,Dark - Unknown Lighting,Clear,Unknown,"Yes, M/V and Driver Left Scene",Unknown,1,0,Unknown,2,,41.82762,-71.41019
921050,2025-00008070,2025-02-02,4:30:00 PM,Vehicle - Vehicle,,ATWELLS AVE,,Jason Clancy,999,2025-02-03,Unknown,Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Unknown,3,0,Unknown,2,,,
921041,2025-00008021,2025-02-02,12:03:00 PM,Vehicle - Parked Vehicle,,SILVER SPRING ST,COMMODORE ST,Lucas Ramalho,507,2025-02-02,Unknown,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,2,,41.84599,-71.41711
921042,2025-00008059,2025-02-02,4:38:00 PM,Vehicle - Vehicle,,SILVER SPRING ST,SMITHFIELD AVE,Raymond Criner,340,2025-02-02,"Two-Way , Not Divided",Dry,Dusk,Clear,Rear End(Front-to-Rear),No,Traffic Control Signal,4,1,Complains Of Pain,2,,41.85673,-71.41086
921043,2025-00008053,2025-02-02,4:21:00 PM,Vehicle - Parked Vehicle,,OAKLAND AVE,DICKENS ST,Ryan Fernandes,125,2025-02-02,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,2,,41.83765,-71.42988
921044,2025-00008088,2025-02-02,6:33:00 PM,Vehicle - Vehicle,,RESERVOIR AVE EXIT,PONTIAC AVE,Nicolas Lafazia,369,2025-02-02,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Lighted,Clear,Rear End(Front-to-Rear),No,Traffic Control Signal,6,1,Complains Of Pain,2,,41.78752,-71.43244
921045,2025-00008101,2025-02-02,7:30:00 PM,Vehicle - Vehicle,,Elmwood Ave,BURNETT ST,Gerry Kue,393,2025-02-02,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Rear End(Front-to-Rear),No,No Controls,3,0,No Injury,2,,41.80307,-71.42585
921046,2025-00008122,2025-02-02,10:31:00 PM,Vehicle - Vehicle,,PETTEYS AVE,JEWELL ST,David Monteiro,613,2025-02-02,"Two-Way , Not Divided",Snow,Dark - Lighted,Snow,Rear End(Front-to-Rear),No,Other,3,0,No Injury,2,,41.81409,-71.46031
921030,2025-00007934,2025-02-02,1:19:00 AM,Vehicle - Vehicle,,ORMS ST,I 95,Irving Liriano,631,2025-02-02,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,4,3,Complains Of Pain,2,,41.83473,-71.41573
921035,2025-00008009,2025-02-02,10:48:00 AM,Vehicle - Vehicle,,BRINKLEY ST,CHALKSTONE AVE,Joshua Cascione,225,2025-02-02,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Rear - to - Side,No,No Controls,4,1,Complains Of Pain,2,,41.83162,-71.46165
921037,2025-00007841,2025-02-02,7:19:00 PM,Vehicle - Parked Vehicle,,OAKLAND AVE,DICKENS ST,Ryan Fernandes,125,2025-02-02,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,3,0,No Injury,2,,41.83765,-71.42988
921038,2025-00008016,2025-02-02,11:13:00 AM,Vehicle - Vehicle,,PLAINFIELD STREET,RALPH ST,Mabel Addai,513,2025-02-02,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,5,0,No Injury,2,2,41.81345,-71.45352
921154,2025-00008895,2025-02-02,5:49:00 AM,Vehicle - Parked Vehicle,,39 E GEORGE ST,IVES ST,Mariangie Ponder,150,2025-02-06,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,2,,41.82562,-71.39322
921069,2025-00008225,2025-02-02,9:30:00 AM,Vehicle - Vehicle,,HARTFORD AVE,GLENBRIDGE AVE,Quincy Griffin,970,2025-02-03,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,2,,41.81892,-71.46116
921070,2025-00008098,2025-02-02,7:29:00 PM,Vehicle - Vehicle,,BRANCH AVE,STATE HWY 146 S,David Palumbo,106,2025-02-03,"Two-Way , Not Divided",Dry,Dark - Lighted,Cloudy,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,2,,41.85309,-71.42669
921052,2025-00008020,2025-02-02,11:54:00 AM,Vehicle - Pedestrian,Pedestrian,ALUMNI AVE,HOPE ST,George Pereira,421,2025-02-03,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,3,0,Unknown,2,,41.83497,-71.39947
921057,2025-00007776,2025-02-01,1:22:00 PM,Vehicle - Parked Vehicle,,CYPRESS ST,CAMP ST,Gustavo Genao,135,2025-02-03,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",Stop Signs,1,0,Unknown,2,,41.84196,-71.40233
921058,2025-00007774,2025-02-01,12:20:00 PM,Vehicle - Vehicle,,THURBERS AVE,,Jason Clancy,999,2025-02-03,Unknown,Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Unknown,2,0,Unknown,2,,,
921060,2025-00007857,2025-02-01,7:35:00 PM,Vehicle - Parked Vehicle,,BOWDOIN ST,,Jason Clancy,999,2025-02-03,Unknown,Dry,Dark - Unknown Lighting,Clear,Other,"Yes, M/V and Driver Left Scene",Unknown,2,0,Unknown,2,,,
921065,2025-00008206,2025-02-01,2:00:00 AM,Vehicle - Parked Vehicle,,PECK ST,FRIENDSHIP ST,Jason Clancy,999,2025-02-03,Unknown,Dry,Dark - Unknown Lighting,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",Unknown,1,0,Unknown,2,,41.82269,-71.40872
921073,2025-00008255,2025-02-01,11:30:00 PM,Vehicle - Vehicle,,POTTERS AVE,DEXTER ST,Jason Clancy,999,2025-02-03,Unknown,Dry,Dark - Unknown Lighting,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",Unknown,1,0,Unknown,2,,41.80251,-71.43065
921107,2025-00007870,2025-02-01,9:44:00 PM,Vehicle - Vehicle,,Cranston Street,ANTHONY AVE,Stephen Noti,119,2025-02-04,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,"Sideswipe, Same Direction","Yes, Driver Left Scene",No Controls,2,1,Complains Of Pain,2,,41.80442,-71.43848
921039,2025-00007832,2025-02-01,6:23:00 PM,Vehicle - Vehicle,,MEMORIAL BLVD,FRANCIS ST,Christian Main,145,2025-02-02,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Lighted,Clear,Rear End(Front-to-Rear),No,Traffic Control Signal,3,0,No Injury,2,3,,
921029,2025-00007877,2025-02-01,10:12:00 PM,Vehicle - Parked Vehicle,,washington st,DEAN ST,Tyler Calandra,418,2025-02-01,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,"Yes, Driver Left Scene",No Controls,4,0,Unknown,2,,41.81952,-71.41999
921019,2025-00007742,2025-02-01,10:29:00 AM,Vehicle - Vehicle,,PRISCILLA AVENUE,WALLACE STREET,Patrolwoman Addai,513,2025-02-01,"Two-Way , Not Divided",Wet,Daylight,Snow,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,0,No Injury,2,2,,
921021,2025-00007787,2025-02-01,2:59:00 PM,Vehicle - Vehicle,,CHALKSTONE AVE,MOUNT PLEASANT AVE,Jessenia Montano,149,2025-02-01,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,Traffic Control Signal,4,0,No Injury,2,,41.83272,-71.44952
921022,2025-00007833,2025-02-01,6:28:00 PM,Vehicle - Parked Vehicle,,LASALLE SQUARE,FOUNTAIN ST,Matthew Kelley,186,2025-02-01,One-Way Trafficway,Dry,Dark - Lighted,Clear,"Sideswipe, Same Direction",No,No Controls,5,1,Complains Of Pain,2,,41.82257,-71.41691
921023,2025-00007825,2025-02-01,6:04:00 PM,Vehicle - Vehicle,,WATERMAN ST,COOKE ST,Luis Pelaez,336,2025-02-01,One-Way Trafficway,Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,3,0,No Injury,2,1,41.82762,-71.39548
